Kapitelnummer,Position im Kapitel,work id,Datum (Korrekturhilfe),Dateipfad (Korrekturhilfe)
1.10.11.1-16,,,,
,10,work00892,1993,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/011_ZurbildendenKunstArchitekturundFotografie/001_ZueinzelnenKünstlerInnen/019_PrinzessinnenBrennen.xml
,20,work00515,1998,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/011_ZurbildendenKunstArchitekturundFotografie/001_ZueinzelnenKünstlerInnen/020_JürgenMessenseebeste.xml
,30,work00141,2000,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/011_ZurbildendenKunstArchitekturundFotografie/001_ZueinzelnenKünstlerInnen/021_DenkenMalenStürzenZu.xml
1.10.11.1-17,,,,
,10,work00452,2014,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/011_ZurbildendenKunstArchitekturundFotografie/001_ZueinzelnenKünstlerInnen/022_HurMycketÄrTiden.xml
1.10.11.1-18,,,,
,10,work00656,28.8.2010,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/011_ZurbildendenKunstArchitekturundFotografie/001_ZueinzelnenKünstlerInnen/023_OhnsorgoderDieäußers.xml
1.10.11.1-19,,,,
,10,work00075,1999,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/011_ZurbildendenKunstArchitekturundFotografie/001_ZueinzelnenKünstlerInnen/024_BriefanFlorentinaPak.xml
1.10.11.1-20,,,,
,10,work00133,1986,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/011_ZurbildendenKunstArchitekturundFotografie/001_ZueinzelnenKünstlerInnen/025_DaswildeZimmer.xml
1.10.11.1-21,,,,
,10,work00040,1993,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/011_ZurbildendenKunstArchitekturundFotografie/001_ZueinzelnenKünstlerInnen/026_Anunsselbsthabenwirn.xml
1.10.11.1-22,,,,
,10,work00636,1998,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/011_ZurbildendenKunstArchitekturundFotografie/001_ZueinzelnenKünstlerInnen/027_NichteinvernehmlichZ.xml
,20,work00447,2001,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/011_ZurbildendenKunstArchitekturundFotografie/001_ZueinzelnenKünstlerInnen/028_HierundJetzt.xml
1.10.11.1-23,,,,
,10,work00038,2017,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/011_ZurbildendenKunstArchitekturundFotografie/001_ZueinzelnenKünstlerInnen/029_Anundfürsichselbst.xml
1.10.11.1-24,,,,
,10,work00158,7.4.1989,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/011_ZurbildendenKunstArchitekturundFotografie/001_ZueinzelnenKünstlerInnen/030_DerfreieFallderKörpe.xml
1.10.11.1-25,,,,
,10,work00715,24.1.1997,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/011_ZurbildendenKunstArchitekturundFotografie/001_ZueinzelnenKünstlerInnen/031_ohneTitel.xml
1.10.11.1-26,,,,
,10,work00632,1991,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/011_ZurbildendenKunstArchitekturundFotografie/001_ZueinzelnenKünstlerInnen/032_Nebenschauplätze.xml
1.10.11.1-27,,,,
,10,work00384,2003,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/011_ZurbildendenKunstArchitekturundFotografie/001_ZueinzelnenKünstlerInnen/033_Flächenbrand.xml
1.10.11.1-28,,,,
,10,work00155,2004,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/011_ZurbildendenKunstArchitekturundFotografie/001_ZueinzelnenKünstlerInnen/034_DerFeldholzwegfürPet.xml
,20,work00535,2019,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/011_ZurbildendenKunstArchitekturundFotografie/001_ZueinzelnenKünstlerInnen/035_KeinWärterKeinAufseh.xml
1.10.11.1-29,,,,
,10,work01120,2004,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/011_ZurbildendenKunstArchitekturundFotografie/001_ZueinzelnenKünstlerInnen/036_ZeppelSperlsverblend.xml
,20,work00942,25.4.2005,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/011_ZurbildendenKunstArchitekturundFotografie/001_ZueinzelnenKünstlerInnen/037_SergeantPepper.xml
1.10.11.1-30,,,,
,10,work00481,2010,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/011_ZurbildendenKunstArchitekturundFotografie/001_ZueinzelnenKünstlerInnen/038_imwaldtragödien.xml
1.10.11.2,,,,
,10,work00584,1.8.1997,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/011_ZurbildendenKunstArchitekturundFotografie/002_SonstigeszurbildendenKunstArchitekturundFotografie/001_MaskenVersucheüberdi.xml
,20,work00461,2004,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/011_ZurbildendenKunstArchitekturundFotografie/002_SonstigeszurbildendenKunstArchitekturundFotografie/002_IchkannzudiesenFotog.xml
,30,work00554,31.10.2005,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/011_ZurbildendenKunstArchitekturundFotografie/002_SonstigeszurbildendenKunstArchitekturundFotografie/003_LampenamStil.xml
1.10.12.1-01,,,,
,10,work00036,2000,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/012_ZuModeundModeschöpfern/001_ZueinzelnenModesch/001_AnstatteinerAusstatt.xml
1.10.12.1-02,,,,
,10,work00489,2004,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/012_ZuModeundModeschöpfern/001_ZueinzelnenModesch/002_InFetzen.xml
1.10.12.2,,,,
,10,work00464,2018,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/012_ZuModeundModeschöpfern/002_SonstigeszuMode/001_Ichmußnochweg.xml
,20,work00127,1989,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/002_PersönlichesundBiographisches/003_DasüberLager.xml
,30,work00610,24.3.2000,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/002_PersönlichesundBiographisches/016_Mode.xml
1.10.13.1-01,,,,
,10,work00414,6.12.2001,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/013_ZurMusik/001_ZueinzelnenMusikerInnen/001_GegendenMiefderalten.xml
1.10.13.1-02,,,,
,10,work00477,12.12.1983,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/013_ZurMusik/001_ZueinzelnenMusikerInnen/002_ImNamendesVaters.xml
,20,work00937,1984,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/013_ZurMusik/001_ZueinzelnenMusikerInnen/003_SchweizerDezember.xml
,30,work00252,1987,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/013_ZurMusik/001_ZueinzelnenMusikerInnen/004_DieKomponistinÜberPa.xml
1.10.13.1-03,,,,
,10,work01009,1972,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/013_ZurMusik/001_ZueinzelnenMusikerInnen/005_Udozeigtwieschöndies.xml
1.10.13.1-04,,,,
,10,work00430,29.3.2008,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/013_ZurMusik/001_ZueinzelnenMusikerInnen/006_GrößteannehmbareUnge.xml
1.10.13.1-05,,,,
,10,work00294,1999,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/013_ZurMusik/001_ZueinzelnenMusikerInnen/007_DieZeitfliehtFürmein.xml
1.10.13.1-06,,,,
,10,work00773,26.1.2006,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/013_ZurMusik/001_ZueinzelnenMusikerInnen/008_ohneTitel.xml
,20,work00003,2.1.2006 / 8.1.2006,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/013_ZurMusik/001_ZueinzelnenMusikerInnen/009_3112051106.xml
1.10.13.1-07,,,,
,10,work00046,1995,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/013_ZurMusik/001_ZueinzelnenMusikerInnen/010_AufdenRaummitderZeit.xml
,20,work00093,5.10.2000,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/013_ZurMusik/001_ZueinzelnenMusikerInnen/011_DämonischerÖsterreic.xml
,30,work00619,2001,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/013_ZurMusik/001_ZueinzelnenMusikerInnen/012_MusikundFurchteinige.xml
,40,work00023,13.8.2003,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/013_ZurMusik/001_ZueinzelnenMusikerInnen/013_AmKlo.xml
,50,work01043,2004,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/013_ZurMusik/001_ZueinzelnenMusikerInnen/014_VerschlosseneAbfolge.xml
,60,work00047,2012,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/013_ZurMusik/001_ZueinzelnenMusikerInnen/015_AufdenRaummitderZeit.xml
,70,work00360,26.10.2012,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/013_ZurMusik/001_ZueinzelnenMusikerInnen/016_ErklärungPereiras.xml
,80,work00229,1985,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/007_KompositionenTextefürMusikLibrettieigeneundBearbeitungenvonanderen/001_DieFigureninRobertde.xml
,90,work00922,1.12.1995,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/016_ZurösterreichischenPolitikundGesellschaft/001_EssaysBeiträge/013_Rundhandlicheinfachz.xml
,100,work00714,1997,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/005_HörspieleeigeneundBearbeitungenvonanderen/010_ohneTitel.xml
,110,work00716,1997,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/007_KompositionenTextefürMusikLibrettieigeneundBearbeitungenvonanderen/002_ohneTitel.xml
,120,work00728,1999,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/007_KompositionenTextefürMusikLibrettieigeneundBearbeitungenvonanderen/003_ohneTitel.xml
,130,work00551,1999,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/007_KompositionenTextefürMusikLibrettieigeneundBearbeitungenvonanderen/004_KünstlerischeStilleg.xml
,140,work00425,27.10.2003,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/007_KompositionenTextefürMusikLibrettieigeneundBearbeitungenvonanderen/005_Gespenstersehen.xml
,150,work00913,2008,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/007_KompositionenTextefürMusikLibrettieigeneundBearbeitungenvonanderen/006_RequiemaufeineOper20.xml
1.10.13.1-08,,,,
,10,work01021,1997,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/013_ZurMusik/001_ZueinzelnenMusikerInnen/017_UngebärdigeWegezuspä.xml
1.10.13.1-09,,,,
,10,work00304,2013,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/013_ZurMusik/001_ZueinzelnenMusikerInnen/018_EinDurchbruchvonzuSh.xml
1.10.13.1-10,,,,
,10,work00575,2000,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/013_ZurMusik/001_ZueinzelnenMusikerInnen/019_Linnocenceperscute.xml
1.10.13.1-11,,,,
,10,work00328,1991,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/013_ZurMusik/001_ZueinzelnenMusikerInnen/020_EinZahlengrabÜberein.xml
,20,work00691,1991/1992,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/013_ZurMusik/001_ZueinzelnenMusikerInnen/021_ohneTitel.xml
1.10.13.1-12,,,,
,10,work00409,2000,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/013_ZurMusik/001_ZueinzelnenMusikerInnen/022_FürPeterZwetkoff.xml
,20,work00618,2011,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/013_ZurMusik/001_ZueinzelnenMusikerInnen/023_MusikSchweigenzudenH.xml
1.10.13.2,,,,
,10,work00157,2001,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/013_ZurMusik/002_SonstigeszurMusik/001_DerFlußGalopp.xml
,20,work00925,19.6.2007,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/013_ZurMusik/002_SonstigeszurMusik/002_SchadeumShicoff.xml
,30,work00284,2008,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/013_ZurMusik/002_SonstigeszurMusik/003_DietoteMusikMaschine.xml
,40,work00816,26.7.2013,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/013_ZurMusik/002_SonstigeszurMusik/004_ohneTitel.xml
1.10.14,,,,
,10,work00317,1998,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/014_ZurWissenschaftundPsychoanalyse/001_EinOrtWoanders.xml
,20,work00993,29.6.1998,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/014_ZurWissenschaftundPsychoanalyse/002_TragischeGestaltFreu.xml
,30,work00596,2002,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/014_ZurWissenschaftundPsychoanalyse/003_MeinGeschenkFürProfD.xml
,40,work01064,2002/III,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/014_ZurWissenschaftundPsychoanalyse/004_VortragzurWiedereröf.xml
,50,work00747,2003,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/014_ZurWissenschaftundPsychoanalyse/005_ohneTitel.xml
,60,work00226,1.5.2004,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/014_ZurWissenschaftundPsychoanalyse/006_DieErinnerunggehtnac.xml
,70,work00764,2006,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/014_ZurWissenschaftundPsychoanalyse/007_ohneTitel.xml
,80,work00790,9.9.2008,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/014_ZurWissenschaftundPsychoanalyse/008_ohneTitel.xml
,90,work00791,5.12.2009,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/014_ZurWissenschaftundPsychoanalyse/009_ohneTitel.xml
,100,work00930,2015,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/014_ZurWissenschaftundPsychoanalyse/010_Schlüsselgewalt.xml
,110,work00837,Kein Datum!,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/014_ZurWissenschaftundPsychoanalyse/011_ohneTitel.xml
,120,work00844,2016,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/014_ZurWissenschaftundPsychoanalyse/012_ohneTitel.xml
,130,work00786,2008,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/014_ZurWissenschaftundPsychoanalyse/013_ohneTitel.xml
,140,work01168,Kein Datum!,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/014_ZurWissenschaftundPsychoanalyse/014_ohneTitel.xml
1.10.15,,,,
,10,work01108,1983,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/001_WirunnützenIdioten.xml
,20,work00531,1985,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/002_KeinliterarischerTex.xml
,30,work00209,10.10.1987,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/003_DeutschePanzerDakame.xml
,40,work00677,17.11.1988,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/004_ohneTitel.xml
,50,work00897,29.9.1989,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/005_RacheundSieg.xml
,60,work00323,1990,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/006_EinTagimLebenEintrag.xml
,70,work00684,26.7.1990,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/007_ohneTitel.xml
,80,work00685,5.10.1990,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/008_ohneTitel.xml
,90,work00686,29.11.1990,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/009_ohneTitel.xml
,100,work01093,29.3.1991,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/010_WiederHerrsoseinKrie.xml
,110,work00103,4.11.1991,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/011_DasEndederGrabscher.xml
,120,work00693,24./25.10. 1992,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/012_ohneTitel.xml
,130,work00696,1993,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/013_ohneTitel.xml
,140,work00705,17.10.1994,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/014_ohneTitel.xml
,150,work00709,1995,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/015_ohneTitel.xml
,160,work00655,28.9.1998,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/016_OhneUmweg.xml
,170,work00431,Kein Datum!,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/017_GrußbotschaftenzumHi.xml
,180,work00066,26.3.1999,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/018_BelgradwirdauchaufGe.xml
,190,work00496,1.4.1999,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/019_IstdieserKriegrichti.xml
,200,work00035,14.4.1999,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/020_Anschauenoderwegscha.xml
,210,work00378,20.9.2001,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/021_FatwafürdieUrheberde.xml
,220,work00438,14.12.2001,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/022_Haselnusstempel.xml
,230,work00116,24.12.2001,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/023_DasLoshatgetroffen.xml
,240,work00750,13.2.2003,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/024_ohneTitel.xml
,250,work00751,13.8.2003,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/025_ohneTitel.xml
,260,work00439,9.10.2003,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/026_HätteaufseinenSiegge.xml
,270,work00505,5.11.2004,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/027_Jelineksiehtschwarz.xml
,280,work00385,14.11.2004,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/028_Flexibelreagieren.xml
,290,work01020,11.12.2004,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/029_UnerträglicherGedank.xml
,300,work00641,20.2.2005,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/030_NoNewWars.xml
,310,work00333,31.5.2005,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/031_ElfriedeJelinekFatal.xml
,320,work00765,2006,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/032_ohneTitel.xml
,330,work00766,9.2.2006,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/033_ohneTitel.xml
,340,work01012,2008,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/034_UlrikeMarieMeinhof.xml
,350,work01126,2008,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/035_ZumGeleit.xml
,360,work00802,2011,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/036_ohneTitel.xml
,370,work00803,21.3.2011,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/037_ohneTitel.xml
,380,work00397,Kein Datum!,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/038_FreiheitfürAiWeiweiL.xml
,390,work00807,2012,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/039_ohneTitel.xml
,400,work00886,2012,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/040_Pettancevatkriat.xml
,410,work00818,2./3.2. 2013,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/041_ohneTitel.xml
,420,work01024,20.11.2013,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/042_Unglaublichaberunwah.xml
,430,work01132,7.12.2013,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/043_ZurSicherheit.xml
,440,work01018,2015,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/044_UndvergibunsunsereSc.xml
,450,work00291,Kein Datum!,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/045_DieWellen.xml
,460,work01169,25.8.2017,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/046_ohneTitel.xml
,470,work01077,2018,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/047_WasThereSomething.xml
,480,work00986,2017,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/048_TheOneandOnlyHisOwnn.xml
,490,work00402,Kein Datum!,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/049_Fruttodilavoro.xml
,500,work00852,2018,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/050_ohneTitel.xml
,510,work00503,28.1.2019,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/051_JedeStimmestimmt.xml
,520,work00871,18.1.2020,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/015_ZurinternationalenPolitikundGesellschaft/052_ohneTitel.xml
,530,work00680,25.4.1989,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/016_ZurösterreichischenPolitikundGesellschaft/003_FlugblätteroffeneBriefe/004_ohneTitel.xml
,540,work01106,16.10.2005,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/017_ZuFrauenfragen/026_Wirsindrückständig.xml
,550,work00304,2013,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/013_ZurMusik/001_ZueinzelnenMusikerInnen/018_EinDurchbruchvonzuSh.xml
1.10.16.1,,,,
,10,work00152,2002,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/016_ZurösterreichischenPolitikundGesellschaft/001_EssaysBeiträge/001_derfalldesleanderkai.xml
,20,work00301,1981,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/016_ZurösterreichischenPolitikundGesellschaft/001_EssaysBeiträge/002_EinBrief.xml
,30,work00235,1983,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/016_ZurösterreichischenPolitikundGesellschaft/001_EssaysBeiträge/003_DiefünfzigerJahreFür.xml
,40,work01124,1989,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/016_ZurösterreichischenPolitikundGesellschaft/001_EssaysBeiträge/004_Zum27Parteitag.xml
,50,work00077,1990,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/016_ZurösterreichischenPolitikundGesellschaft/001_EssaysBeiträge/005_BriefohneDatum.xml
,60,work00488,1992,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/016_ZurösterreichischenPolitikundGesellschaft/001_EssaysBeiträge/006_InfelixAustria.xml
,70,work00692,1992,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/016_ZurösterreichischenPolitikundGesellschaft/001_EssaysBeiträge/007_ohneTitel.xml
,80,work00027,1993,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/016_ZurösterreichischenPolitikundGesellschaft/001_EssaysBeiträge/008_Andendensangeht.xml
,90,work01049,25.1.1993,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/016_ZurösterreichischenPolitikundGesellschaft/001_EssaysBeiträge/009_Volksvernichtungsbeg.xml
,100,work00549,31.3.1993,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/016_ZurösterreichischenPolitikundGesellschaft/001_EssaysBeiträge/010_KriegsbeutedesMänner.xml
,110,work00968,1994,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/016_ZurösterreichischenPolitikundGesellschaft/001_EssaysBeiträge/011_StellungnahmezurAsyl.xml
,120,work00274,16.2.1995,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/016_ZurösterreichischenPolitikundGesellschaft/001_EssaysBeiträge/012_DieSchweigenden.xml
,130,work00922,1.12.1995,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/016_ZurösterreichischenPolitikundGesellschaft/001_EssaysBeiträge/013_Rundhandlicheinfachz.xml
,140,work00327,18.3.1999,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/016_ZurösterreichischenPolitikundGesellschaft/001_EssaysBeiträge/014_EinVolkEinFest.xml
